model,timestamp,num_layer,num_shared_layer,hidden_neurons,advanced_time_attributes,data_attributes,event_dim,text_encoding,text_dim,next_activity_acc,next_time_mae,outcome_acc,cycle_time_mae,naa_1,naa_2,naa_3,naa_4,naa_5,naa_6,naa_7,naa_8,ntm_1,ntm_2,ntm_3,ntm_4,ntm_5,ntm_6,ntm_7,ntm_8,oa_1,oa_2,oa_3,oa_4,oa_5,oa_6,oa_7,oa_8,ctm_1,ctm_2,ctm_3,ctm_4,ctm_5,ctm_6,ctm_7,ctm_8
tapp,2020-11-21-13-42-26,2,1,100,True,"['age', 'gender']",30,-,0,0.4028787290781652,0.17805470978915386,0.4672746123168481,0.245506062833594,0.2069634898903247,0.3201776504597895,0.4339726044698904,0.5673579057900999,0.7391906644360431,0.7902837743439548,0.797352892398393,0.8854166666666666,0.4425771509528463,0.1455381419213617,0.05780489377147949,0.02157682209611689,0.018116553239608292,0.014252972767469747,0.00042162954820116266,0.00016199499491310906,0.21113202773504894,0.4418623959354698,0.5168774514876144,0.6294697159372393,0.7488508290352409,0.7931482976754229,0.7954545454545454,0.8645833333333334,0.6170736037098974,0.19802910744357724,0.07508278380277235,0.03087891051131308,0.02212148159031854,0.014720174789604187,0.0013357039143449554,0.0008693748234230326
tapp,2020-11-21-13-43-09,2,1,100,True,"['age', 'gender']",80,BoW,50,0.4250780022270045,0.1764333266955644,0.473231296555741,0.2357400142063932,0.24967399287896624,0.3571098697186185,0.4419258237560391,0.5764352942301992,0.7282800089614636,0.7798826531139277,0.8511627906976746,0.8854166666666666,0.4383499636653211,0.14430100352075542,0.05732550271412504,0.02159059861218563,0.0178748285763628,0.013856246548580323,0.00046774021341023416,6.430041152263378e-06,0.3053133351892232,0.4356805080221475,0.5078582089191042,0.6171774403180625,0.7362912723621586,0.7543638927977337,0.8062781027897307,0.7575757575757576,0.5907606354445134,0.19122473246166768,0.07324503060990678,0.030256196524043388,0.0196290547191416,0.0120869898284379,0.0004040159345391902,1.6075102880671228e-05
tapp,2020-11-21-13-43-48,2,1,100,True,"['age', 'gender']",130,BoW,100,0.4303972244913508,0.17628811241218792,0.4690194304358674,0.2337181616565673,0.2597160947870705,0.3693924708034799,0.4480323967005687,0.5757558084086851,0.7161920437622579,0.7821273199527089,0.8196403828355294,0.9158249158249158,0.4381494698263854,0.1438783471388057,0.057555600531722574,0.021769297151335132,0.017143496099396333,0.0136485086026603,0.0005432159655777984,0.00015208595328860812,0.3112257170959804,0.43567716348740737,0.501201082904846,0.6085353724073538,0.7027677791399127,0.7498721868906585,0.7864341085271319,0.8645833333333334,0.5873680531337918,0.1891040970679908,0.07145104189815321,0.029470937689368593,0.019509869725087444,0.012036493065256705,0.0006449078864110921,0.00011863613677489643
tapp,2020-11-21-13-44-28,2,1,100,True,"['age', 'gender']",530,BoW,500,0.4311692134737024,0.17975825682590826,0.4690157211229661,0.235398807149144,0.2697734246333042,0.3646067004333552,0.4481606181585879,0.5800485263966814,0.7301752488025937,0.7714201323251417,0.7849383120427994,0.9444444444444444,0.4414718060089757,0.1467606971394495,0.06171292243984983,0.025158527436089227,0.0214230300526088,0.01763612070935028,0.0035708360675590803,0.002902793688048061,0.32517608580437235,0.43281021131503294,0.4982260471093065,0.601872937567567,0.7063783702457952,0.7651039904776319,0.8356681432262827,0.8645833333333334,0.5884676336683986,0.19148128345193904,0.07382105030198494,0.030501662312316026,0.020105870858451096,0.011997667618600895,0.001803034908113375,0.017543384496567137
tapp,2020-11-21-13-45-07,2,1,100,True,"['age', 'gender']",80,BoNG,50,0.42698304047970015,0.17673257618348193,0.4789291961803736,0.2364857144018073,0.2537792370214371,0.3542782450384753,0.4468874941279934,0.5861394225517871,0.7172793865659288,0.771984649122807,0.8402239448751078,0.8854166666666666,0.4391571810557911,0.14458208374930587,0.057279971727420775,0.02174155129517151,0.017713767919362668,0.013909114577617955,0.00039769767999366687,0.0004030358398892752,0.30146733582579355,0.4502313529392322,0.5129998534811204,0.61248493807009,0.7452951536012269,0.766087379873841,0.7843249773482331,0.7575757575757576,0.5940667931547103,0.1918239541584687,0.07188159271117532,0.029802692327940576,0.020431834538812886,0.011718829701896059,0.0004171952381922597,1.6075102880671228e-05
tapp,2020-11-21-13-45-46,2,1,100,True,"['age', 'gender']",130,BoNG,100,0.4236846987733071,0.1770469346373821,0.4819310795595772,0.23728661119624225,0.260660440635866,0.3527216285043159,0.4464500129592192,0.5697926768526352,0.7269143443716811,0.7639642893047818,0.7960048799707582,0.8854166666666666,0.4399443936567263,0.14471509900961912,0.057415163980629125,0.021804580095137242,0.018054422719509067,0.013992905129593058,0.0004577597106175624,6.661416694460584e-05,0.3009515298453857,0.4483985707969283,0.5182757019575926,0.6264644861365152,0.7367338528980121,0.8020695185412352,0.7955660618451315,0.9397849462365592,0.5943826233094694,0.1926965535562242,0.07361119851052131,0.030999443720298506,0.01925625581337073,0.011698522442957791,0.0004780157034916722,0.00028816263371540183
tapp,2020-11-21-13-46-32,2,1,100,True,"['age', 'gender']",530,BoNG,500,0.4272337227702429,0.17728705719099902,0.4692082678086055,0.23581087378274865,0.2744916729118714,0.3624382018206674,0.4415080187489276,0.5779102068190339,0.7205432931690982,0.7252513790557269,0.8190823403515126,0.9158249158249158,0.4393812448196736,0.1443496574113715,0.0584623485500181,0.022646938749875143,0.019399235732233868,0.01621446801102349,0.002296226972089976,0.0028056652751969704,0.3197379552939652,0.4320156140580769,0.4973054250504102,0.6064787170331897,0.7162079616168324,0.7553436784432459,0.7782332021897708,0.8645833333333334,0.5876083573754596,0.1924411878996763,0.07469318215406935,0.031318214922029686,0.021089941752599883,0.013280202743538095,0.0022001591668778567,0.0016284148094586335
tapp,2020-11-21-13-47-27,2,1,100,True,"['age', 'gender']",40,PV,10,0.41123833009333455,0.1812017296202443,0.4669987665254517,0.2423989652736969,0.23057629198014776,0.3317417289316381,0.4344796948835567,0.5747886426198416,0.7343644364947228,0.7696221708306948,0.8079774960462524,0.9158249158249158,0.44406430267633096,0.1485423602982629,0.0616103095968934,0.026108234570412454,0.022886237905618303,0.019098775777455883,0.005725466876477645,0.005466223420429623,0.2361787326720197,0.44116220612843854,0.5124282578134137,0.6181922341916963,0.7460829334451178,0.7968763114822898,0.8294583166676189,0.8645833333333334,0.60759912941115,0.19678302868164912,0.07517316045997137,0.029901573913920163,0.02157322106524048,0.013503048551991937,0.0013312338477900706,0.0008508577758883484
tapp,2020-11-21-13-48-20,2,1,100,True,"['age', 'gender']",50,PV,20,0.4133652188452969,0.17847629987890634,0.4732352919622992,0.2416582177929239,0.2450412664028609,0.3427670604246925,0.4327214219697596,0.56541879922357,0.7227046418630759,0.7714437045394645,0.8283376399655468,0.8530465949820788,0.4417366380082164,0.14614720714167193,0.058481245704691036,0.022922793177709087,0.01979375428539816,0.01552085523513084,0.0022933222670477077,0.0021437396286936947,0.2539436783842988,0.4419310768398492,0.5142174759652337,0.6338725527615969,0.7352519749778216,0.7903587092852706,0.7896228556834144,0.7575757575757576,0.6050482872215823,0.19617655178052712,0.075305832246517,0.030229838847839537,0.02239249318535902,0.013426564149738505,0.0005027415021342737,1.6075102880671228e-05
tapp,2020-11-21-13-49-18,2,1,100,True,"['age', 'gender']",130,PV,100,0.4161752339529519,0.1789264360212279,0.4706918872397069,0.2416372992819277,0.2482063389512351,0.3443874021449712,0.4383294933701733,0.5595762778817971,0.7236836265429102,0.7632824037681982,0.8155847415091184,0.8530465949820788,0.4419001020319375,0.1468867269071115,0.05934153442465408,0.02308189287845936,0.01981885302204753,0.01502079607106752,0.0020013003187008605,0.0022384722610559967,0.27614298047984503,0.4342918029058061,0.5083870075810564,0.6198781096804054,0.7514129133250995,0.8060953861294691,0.8091566196217359,0.7575757575757576,0.6048162083688053,0.196634042280948,0.0758544229614712,0.02943688514429845,0.02176603519214682,0.010861600305449779,0.00041915182380405165,1.6075102880671228e-05
